label,timestamp,protocol,src,sport,dst,dport,size
?,1535760075.2252579,TCP,10.0.0.1,35135,246.141.134.157,443,272
?,1535760077.2999282,TCP,10.0.0.1,35135,246.141.134.157,443,185
?,1535760079.30747,TCP,10.0.0.1,35135,246.141.134.157,443,167
?,1535760081.4845102,TCP,10.0.0.1,35135,246.141.134.157,443,87
?,1535760083.5037358,TCP,10.0.0.1,35135,246.141.134.157,443,241
?,1535760085.6761281,TCP,10.0.0.1,35135,246.141.134.157,443,204
?,1535760087.66386,TCP,10.0.0.1,35135,246.141.134.157,443,165
?,1535760089.6232214,TCP,10.0.0.1,35135,246.141.134.157,443,201
?,1535760091.6072297,TCP,10.0.0.1,35135,246.141.134.157,443,162
?,1535760093.505638,TCP,10.0.0.1,35135,246.141.134.157,443,284
?,1535760095.37527,TCP,10.0.0.1,35135,246.141.134.157,443,193
?,1535760097.3881114,TCP,10.0.0.1,35135,246.141.134.157,443,129
?,1535760099.4045837,TCP,10.0.0.1,35135,246.141.134.157,443,231
?,1535760101.4216363,TCP,10.0.0.1,35135,246.141.134.157,443,230
?,1535760103.3750021,TCP,10.0.0.1,35135,246.141.134.157,443,80
?,1535760105.5508375,TCP,10.0.0.1,35135,246.141.134.157,443,265
?,1535760107.477657,TCP,10.0.0.1,35135,246.141.134.157,443,266
?,1535760109.4742846,TCP,10.0.0.1,35135,246.141.134.157,443,254
?,1535760111.6002123,TCP,10.0.0.1,35135,246.141.134.157,443,191
?,1535760113.5886,TCP,10.0.0.1,35135,246.141.134.157,443,224
?,1535760115.5679452,TCP,10.0.0.1,35135,246.141.134.157,443,209
?,1535760117.658852,TCP,10.0.0.1,35135,246.141.134.157,443,139
?,1535760119.4737942,TCP,10.0.0.1,35135,246.141.134.157,443,166
?,1535760121.4987082,TCP,10.0.0.1,35135,246.141.134.157,443,247
?,1535760123.588781,TCP,10.0.0.1,35135,246.141.134.157,443,155
?,1535760125.6999521,TCP,10.0.0.1,35135,246.141.134.157,443,237
?,1535760127.6254168,TCP,10.0.0.1,35135,246.141.134.157,443,117
?,1535760129.6576142,TCP,10.0.0.1,35135,246.141.134.157,443,195
?,1535760131.701521,TCP,10.0.0.1,35135,246.141.134.157,443,222
?,1535760225.3122482,TCP,10.0.0.1,41104,246.141.134.120,443,253
?,1535760227.214416,TCP,10.0.0.1,41104,246.141.134.120,443,151
?,1535760229.2226245,TCP,10.0.0.1,41104,246.141.134.120,443,184
?,1535760231.310608,TCP,10.0.0.1,41104,246.141.134.120,443,208
?,1535760233.3164485,TCP,10.0.0.1,41104,246.141.134.120,443,137
?,1535760235.213338,TCP,10.0.0.1,41104,246.141.134.120,443,129
?,1535760237.1394198,TCP,10.0.0.1,41104,246.141.134.120,443,117
?,1535760239.1556146,TCP,10.0.0.1,41104,246.141.134.120,443,142
?,1535760241.184932,TCP,10.0.0.1,41104,246.141.134.120,443,227
?,1535760243.062745,TCP,10.0.0.1,41104,246.141.134.120,443,172
?,1535760245.1897726,TCP,10.0.0.1,41104,246.141.134.120,443,230
?,1535760247.337989,TCP,10.0.0.1,41104,246.141.134.120,443,155
?,1535760249.1918726,TCP,10.0.0.1,41104,246.141.134.120,443,192
?,1535760251.0039206,TCP,10.0.0.1,41104,246.141.134.120,443,141
?,1535760253.0356517,TCP,10.0.0.1,41104,246.141.134.120,443,192
?,1535760255.0595863,TCP,10.0.0.1,41104,246.141.134.120,443,206
?,1535760256.948037,TCP,10.0.0.1,41104,246.141.134.120,443,61
?,1535760258.9985259,TCP,10.0.0.1,41104,246.141.134.120,443,182
?,1535760261.0073736,TCP,10.0.0.1,41104,246.141.134.120,443,166
?,1535760262.986106,TCP,10.0.0.1,41104,246.141.134.120,443,141
?,1535760265.0918703,TCP,10.0.0.1,41104,246.141.134.120,443,129
?,1535760266.9174178,TCP,10.0.0.1,41104,246.141.134.120,443,239
?,1535760268.7377396,TCP,10.0.0.1,41104,246.141.134.120,443,201
?,1535760270.8943906,TCP,10.0.0.1,41104,246.141.134.120,443,171
?,1535760272.941912,TCP,10.0.0.1,41104,246.141.134.120,443,168
?,1535760274.8596249,TCP,10.0.0.1,41104,246.141.134.120,443,200
?,1535760276.8015819,TCP,10.0.0.1,41104,246.141.134.120,443,86
?,1535760278.8775282,TCP,10.0.0.1,41104,246.141.134.120,443,185
?,1535760280.9046612,TCP,10.0.0.1,41104,246.141.134.120,443,144
?,1535760282.9865596,TCP,10.0.0.1,41104,246.141.134.120,443,196
?,1535760285.038089,TCP,10.0.0.1,41104,246.141.134.120,443,169
?,1535760287.2306042,TCP,10.0.0.1,41104,246.141.134.120,443,186
?,1535760289.1806798,TCP,10.0.0.1,41104,246.141.134.120,443,114
?,1535760337.809904,TCP,10.0.0.1,13162,246.141.134.129,443,210
?,1535760339.706044,TCP,10.0.0.1,13162,246.141.134.129,443,198
?,1535760341.787068,TCP,10.0.0.1,13162,246.141.134.129,443,242
?,1535760343.836307,TCP,10.0.0.1,13162,246.141.134.129,443,225
?,1535760345.9210472,TCP,10.0.0.1,13162,246.141.134.129,443,210
?,1535760347.954624,TCP,10.0.0.1,13162,246.141.134.129,443,201
?,1535760349.9188128,TCP,10.0.0.1,13162,246.141.134.129,443,163
?,1535760352.0461762,TCP,10.0.0.1,13162,246.141.134.129,443,191
?,1535760353.9542708,TCP,10.0.0.1,13162,246.141.134.129,443,219
?,1535760355.9853966,TCP,10.0.0.1,13162,246.141.134.129,443,166
?,1535760358.061441,TCP,10.0.0.1,13162,246.141.134.129,443,151
?,1535760360.0316637,TCP,10.0.0.1,13162,246.141.134.129,443,154
?,1535760362.1522503,TCP,10.0.0.1,13162,246.141.134.129,443,147
?,1535760364.1730459,TCP,10.0.0.1,13162,246.141.134.129,443,178
?,1535760366.2189844,TCP,10.0.0.1,13162,246.141.134.129,443,253
?,1535760368.249805,TCP,10.0.0.1,13162,246.141.134.129,443,193
?,1535760370.1894865,TCP,10.0.0.1,13162,246.141.134.129,443,216
?,1535760372.2935436,TCP,10.0.0.1,13162,246.141.134.129,443,258
?,1535760374.4106483,TCP,10.0.0.1,13162,246.141.134.129,443,180
?,1535760376.3659592,TCP,10.0.0.1,13162,246.141.134.129,443,126
?,1535760378.3664134,TCP,10.0.0.1,13162,246.141.134.129,443,266
?,1535760380.330065,TCP,10.0.0.1,13162,246.141.134.129,443,177
?,1535760382.286808,TCP,10.0.0.1,13162,246.141.134.129,443,122
?,1535760384.1743438,TCP,10.0.0.1,13162,246.141.134.129,443,174
?,1535760386.137674,TCP,10.0.0.1,13162,246.141.134.129,443,185
?,1535760388.2005126,TCP,10.0.0.1,13162,246.141.134.129,443,175
?,1535760389.942745,TCP,10.0.0.1,13162,246.141.134.129,443,200
?,1535760391.8799615,TCP,10.0.0.1,13162,246.141.134.129,443,203
?,1535760393.9269433,TCP,10.0.0.1,13162,246.141.134.129,443,136
?,1535760395.878466,TCP,10.0.0.1,13162,246.141.134.129,443,155
?,1535760397.9357073,TCP,10.0.0.1,13162,246.141.134.129,443,184
?,1535760459.1008017,TCP,10.0.0.1,32788,246.141.134.120,443,140
?,1535760461.0679607,TCP,10.0.0.1,32788,246.141.134.120,443,247
?,1535760462.9307141,TCP,10.0.0.1,32788,246.141.134.120,443,191
?,1535760465.0031097,TCP,10.0.0.1,32788,246.141.134.120,443,195
?,1535760466.966946,TCP,10.0.0.1,32788,246.141.134.120,443,268
?,1535760469.0048046,TCP,10.0.0.1,32788,246.141.134.120,443,75
?,1535760470.9358265,TCP,10.0.0.1,32788,246.141.134.120,443,227
?,1535760473.0332327,TCP,10.0.0.1,32788,246.141.134.120,443,105
?,1535760474.9328852,TCP,10.0.0.1,32788,246.141.134.120,443,182
?,1535760477.00626,TCP,10.0.0.1,32788,246.141.134.120,443,150
?,1535760479.0196955,TCP,10.0.0.1,32788,246.141.134.120,443,85
?,1535760480.9795673,TCP,10.0.0.1,32788,246.141.134.120,443,176
?,1535760482.9452486,TCP,10.0.0.1,32788,246.141.134.120,443,250
?,1535760484.9240582,TCP,10.0.0.1,32788,246.141.134.120,443,209
?,1535760486.9242246,TCP,10.0.0.1,32788,246.141.134.120,443,155
?,1535760488.7802942,TCP,10.0.0.1,32788,246.141.134.120,443,269
?,1535760490.755387,TCP,10.0.0.1,32788,246.141.134.120,443,180
?,1535760492.77419,TCP,10.0.0.1,32788,246.141.134.120,443,218
?,1535760494.776651,TCP,10.0.0.1,32788,246.141.134.120,443,110
?,1535760496.5808816,TCP,10.0.0.1,32788,246.141.134.120,443,148
?,1535760498.5105042,TCP,10.0.0.1,32788,246.141.134.120,443,163
?,1535760500.4970195,TCP,10.0.0.1,32788,246.141.134.120,443,211
?,1535760502.442307,TCP,10.0.0.1,32788,246.141.134.120,443,139
?,1535760504.5213718,TCP,10.0.0.1,32788,246.141.134.120,443,164
?,1535760506.3362372,TCP,10.0.0.1,32788,246.141.134.120,443,145
?,1535760508.3219829,TCP,10.0.0.1,32788,246.141.134.120,443,274
?,1535760510.2311301,TCP,10.0.0.1,32788,246.141.134.120,443,138
?,1535760512.1452122,TCP,10.0.0.1,32788,246.141.134.120,443,183
?,1535760514.2466843,TCP,10.0.0.1,32788,246.141.134.120,443,163
?,1535760516.293096,TCP,10.0.0.1,32788,246.141.134.120,443,156
?,1535760518.4101045,TCP,10.0.0.1,32788,246.141.134.120,443,204
?,1535760563.6938822,TCP,10.0.0.1,49870,246.141.134.120,443,174
?,1535760565.80026,TCP,10.0.0.1,49870,246.141.134.120,443,110
?,1535760567.7576723,TCP,10.0.0.1,49870,246.141.134.120,443,122
?,1535760569.8297355,TCP,10.0.0.1,49870,246.141.134.120,443,231
?,1535760571.761038,TCP,10.0.0.1,49870,246.141.134.120,443,189
?,1535760573.7246635,TCP,10.0.0.1,49870,246.141.134.120,443,152
?,1535760575.643059,TCP,10.0.0.1,49870,246.141.134.120,443,205
?,1535760577.6471698,TCP,10.0.0.1,49870,246.141.134.120,443,132
?,1535760579.6603315,TCP,10.0.0.1,49870,246.141.134.120,443,239
?,1535760581.5345938,TCP,10.0.0.1,49870,246.141.134.120,443,161
?,1535760583.4638047,TCP,10.0.0.1,49870,246.141.134.120,443,142
?,1535760585.5435686,TCP,10.0.0.1,49870,246.141.134.120,443,201
?,1535760587.4352577,TCP,10.0.0.1,49870,246.141.134.120,443,273
?,1535760589.4672313,TCP,10.0.0.1,49870,246.141.134.120,443,168
?,1535760591.4677324,TCP,10.0.0.1,49870,246.141.134.120,443,160
?,1535760593.4913058,TCP,10.0.0.1,49870,246.141.134.120,443,292
?,1535760595.4446034,TCP,10.0.0.1,49870,246.141.134.120,443,251
?,1535760597.5359902,TCP,10.0.0.1,49870,246.141.134.120,443,240
?,1535760599.457,TCP,10.0.0.1,49870,246.141.134.120,443,134
?,1535760601.5305967,TCP,10.0.0.1,49870,246.141.134.120,443,173
?,1535760603.6117153,TCP,10.0.0.1,49870,246.141.134.120,443,144
?,1535760605.6639946,TCP,10.0.0.1,49870,246.141.134.120,443,164
?,1535760607.543253,TCP,10.0.0.1,49870,246.141.134.120,443,192
?,1535760609.4734516,TCP,10.0.0.1,49870,246.141.134.120,443,196
?,1535760611.6134937,TCP,10.0.0.1,49870,246.141.134.120,443,182
?,1535760613.6114326,TCP,10.0.0.1,49870,246.141.134.120,443,90
?,1535760615.5864515,TCP,10.0.0.1,49870,246.141.134.120,443,181
?,1535760617.4906306,TCP,10.0.0.1,49870,246.141.134.120,443,220
?,1535760619.5619197,TCP,10.0.0.1,49870,246.141.134.120,443,134
?,1535760621.6775343,TCP,10.0.0.1,49870,246.141.134.120,443,172
?,1535760623.6497736,TCP,10.0.0.1,49870,246.141.134.120,443,186
?,1535760625.5254395,TCP,10.0.0.1,49870,246.141.134.120,443,149
?,1535760718.0248644,TCP,10.0.0.1,42142,246.141.134.157,443,194
?,1535760719.971395,TCP,10.0.0.1,42142,246.141.134.157,443,136
?,1535760722.1152823,TCP,10.0.0.1,42142,246.141.134.157,443,219
?,1535760724.0243719,TCP,10.0.0.1,42142,246.141.134.157,443,190
?,1535760725.9689226,TCP,10.0.0.1,42142,246.141.134.157,443,179
?,1535760728.0798278,TCP,10.0.0.1,42142,246.141.134.157,443,171
?,1535760730.0360217,TCP,10.0.0.1,42142,246.141.134.157,443,259
?,1535760732.0605092,TCP,10.0.0.1,42142,246.141.134.157,443,183
?,1535760734.0448635,TCP,10.0.0.1,42142,246.141.134.157,443,253
?,1535760736.0356047,TCP,10.0.0.1,42142,246.141.134.157,443,215
?,1535760737.8453696,TCP,10.0.0.1,42142,246.141.134.157,443,175
?,1535760739.8633173,TCP,10.0.0.1,42142,246.141.134.157,443,196
?,1535760741.8037837,TCP,10.0.0.1,42142,246.141.134.157,443,231
?,1535760743.7182372,TCP,10.0.0.1,42142,246.141.134.157,443,229
?,1535760745.6196191,TCP,10.0.0.1,42142,246.141.134.157,443,83
?,1535760747.3874907,TCP,10.0.0.1,42142,246.141.134.157,443,243
?,1535760749.3843212,TCP,10.0.0.1,42142,246.141.134.157,443,281
?,1535760751.244708,TCP,10.0.0.1,42142,246.141.134.157,443,140
?,1535760753.3256793,TCP,10.0.0.1,42142,246.141.134.157,443,177
?,1535760755.5447962,TCP,10.0.0.1,42142,246.141.134.157,443,53
?,1535760757.4382415,TCP,10.0.0.1,42142,246.141.134.157,443,224
?,1535760759.341676,TCP,10.0.0.1,42142,246.141.134.157,443,209
?,1535760761.3518453,TCP,10.0.0.1,42142,246.141.134.157,443,139
?,1535760763.332571,TCP,10.0.0.1,42142,246.141.134.157,443,143
?,1535760765.5319095,TCP,10.0.0.1,42142,246.141.134.157,443,229
?,1535760767.5765784,TCP,10.0.0.1,42142,246.141.134.157,443,204
?,1535760769.6213977,TCP,10.0.0.1,42142,246.141.134.157,443,166
?,1535760771.6233506,TCP,10.0.0.1,42142,246.141.134.157,443,157
?,1535760773.7461503,TCP,10.0.0.1,42142,246.141.134.157,443,202
?,1535760775.8632438,TCP,10.0.0.1,42142,246.141.134.157,443,192
?,1535760777.7793443,TCP,10.0.0.1,42142,246.141.134.157,443,204
?,1535760779.6480813,TCP,10.0.0.1,42142,246.141.134.157,443,202
?,1535760841.5591373,TCP,10.0.0.1,62480,246.141.134.120,443,156
?,1535760843.682789,TCP,10.0.0.1,62480,246.141.134.120,443,188
?,1535760845.4958534,TCP,10.0.0.1,62480,246.141.134.120,443,254
?,1535760847.4680338,TCP,10.0.0.1,62480,246.141.134.120,443,273
?,1535760849.3737803,TCP,10.0.0.1,62480,246.141.134.120,443,192
?,1535760851.305155,TCP,10.0.0.1,62480,246.141.134.120,443,232
?,1535760852.9939535,TCP,10.0.0.1,62480,246.141.134.120,443,117
?,1535760854.916998,TCP,10.0.0.1,62480,246.141.134.120,443,144
?,1535760857.0818038,TCP,10.0.0.1,62480,246.141.134.120,443,258
?,1535760859.1666691,TCP,10.0.0.1,62480,246.141.134.120,443,191
?,1535760861.2903135,TCP,10.0.0.1,62480,246.141.134.120,443,177
?,1535760863.4056122,TCP,10.0.0.1,62480,246.141.134.120,443,235
?,1535760865.339098,TCP,10.0.0.1,62480,246.141.134.120,443,163
?,1535760867.3147666,TCP,10.0.0.1,62480,246.141.134.120,443,168
?,1535760869.3358757,TCP,10.0.0.1,62480,246.141.134.120,443,160
?,1535760871.289961,TCP,10.0.0.1,62480,246.141.134.120,443,175
?,1535760873.2576482,TCP,10.0.0.1,62480,246.141.134.120,443,258
?,1535760875.285265,TCP,10.0.0.1,62480,246.141.134.120,443,191
?,1535760877.2539582,TCP,10.0.0.1,62480,246.141.134.120,443,209
?,1535760879.1717193,TCP,10.0.0.1,62480,246.141.134.120,443,211
?,1535760881.228439,TCP,10.0.0.1,62480,246.141.134.120,443,252
?,1535760883.0232964,TCP,10.0.0.1,62480,246.141.134.120,443,169
?,1535760885.0457847,TCP,10.0.0.1,62480,246.141.134.120,443,170
?,1535760887.1730409,TCP,10.0.0.1,62480,246.141.134.120,443,162
?,1535760889.353858,TCP,10.0.0.1,62480,246.141.134.120,443,170
?,1535760891.2103498,TCP,10.0.0.1,62480,246.141.134.120,443,187
?,1535760893.342732,TCP,10.0.0.1,62480,246.141.134.120,443,226
?,1535760895.4566905,TCP,10.0.0.1,62480,246.141.134.120,443,125
?,1535760897.453508,TCP,10.0.0.1,62480,246.141.134.120,443,173
?,1535760899.3881304,TCP,10.0.0.1,62480,246.141.134.120,443,146
?,1535760901.447662,TCP,10.0.0.1,62480,246.141.134.120,443,184
?,1535760903.5808697,TCP,10.0.0.1,62480,246.141.134.120,443,162
?,1535760956.104006,TCP,10.0.0.1,12147,246.141.134.129,443,232
?,1535760958.0745983,TCP,10.0.0.1,12147,246.141.134.129,443,168
?,1535760960.1924584,TCP,10.0.0.1,12147,246.141.134.129,443,211
?,1535760962.1272233,TCP,10.0.0.1,12147,246.141.134.129,443,196
?,1535760964.0887127,TCP,10.0.0.1,12147,246.141.134.129,443,104
?,1535760966.085717,TCP,10.0.0.1,12147,246.141.134.129,443,69
?,1535760968.273544,TCP,10.0.0.1,12147,246.141.134.129,443,160
?,1535760970.1897607,TCP,10.0.0.1,12147,246.141.134.129,443,211
?,1535760972.106018,TCP,10.0.0.1,12147,246.141.134.129,443,176
?,1535760974.2403836,TCP,10.0.0.1,12147,246.141.134.129,443,212
?,1535760976.2482893,TCP,10.0.0.1,12147,246.141.134.129,443,192
?,1535760978.1609418,TCP,10.0.0.1,12147,246.141.134.129,443,224
?,1535760979.9544907,TCP,10.0.0.1,12147,246.141.134.129,443,174
?,1535760981.8809512,TCP,10.0.0.1,12147,246.141.134.129,443,129
?,1535760983.8252935,TCP,10.0.0.1,12147,246.141.134.129,443,100
?,1535760985.7401843,TCP,10.0.0.1,12147,246.141.134.129,443,250
?,1535760987.7862754,TCP,10.0.0.1,12147,246.141.134.129,443,190
?,1535760989.8936093,TCP,10.0.0.1,12147,246.141.134.129,443,197
?,1535760992.0766342,TCP,10.0.0.1,12147,246.141.134.129,443,153
?,1535760994.0827477,TCP,10.0.0.1,12147,246.141.134.129,443,232
?,1535760995.8379614,TCP,10.0.0.1,12147,246.141.134.129,443,116
?,1535760997.8223398,TCP,10.0.0.1,12147,246.141.134.129,443,244
?,1535760999.6035237,TCP,10.0.0.1,12147,246.141.134.129,443,204
?,1535761001.5637245,TCP,10.0.0.1,12147,246.141.134.129,443,113
?,1535761003.5708659,TCP,10.0.0.1,12147,246.141.134.129,443,211
?,1535761005.5990624,TCP,10.0.0.1,12147,246.141.134.129,443,289
?,1535761007.7095702,TCP,10.0.0.1,12147,246.141.134.129,443,185
?,1535761009.7412024,TCP,10.0.0.1,12147,246.141.134.129,443,207
?,1535761011.749096,TCP,10.0.0.1,12147,246.141.134.129,443,96
?,1535761013.6617286,TCP,10.0.0.1,12147,246.141.134.129,443,97
?,1535761015.5350509,TCP,10.0.0.1,12147,246.141.134.129,443,194
?,1535761017.7912943,TCP,10.0.0.1,12147,246.141.134.129,443,204
?,1535761077.891555,TCP,10.0.0.1,28674,246.141.134.120,443,179
?,1535761079.6723778,TCP,10.0.0.1,28674,246.141.134.120,443,150
?,1535761081.486001,TCP,10.0.0.1,28674,246.141.134.120,443,140
?,1535761083.473258,TCP,10.0.0.1,28674,246.141.134.120,443,225
?,1535761085.742494,TCP,10.0.0.1,28674,246.141.134.120,443,204
?,1535761087.6696234,TCP,10.0.0.1,28674,246.141.134.120,443,176
?,1535761089.6988556,TCP,10.0.0.1,28674,246.141.134.120,443,160
?,1535761091.7882717,TCP,10.0.0.1,28674,246.141.134.120,443,125
?,1535761093.6185298,TCP,10.0.0.1,28674,246.141.134.120,443,257
?,1535761095.516713,TCP,10.0.0.1,28674,246.141.134.120,443,209
?,1535761097.5932946,TCP,10.0.0.1,28674,246.141.134.120,443,208
?,1535761099.7477143,TCP,10.0.0.1,28674,246.141.134.120,443,155
?,1535761101.801733,TCP,10.0.0.1,28674,246.141.134.120,443,185
?,1535761103.8785188,TCP,10.0.0.1,28674,246.141.134.120,443,269
?,1535761105.9193697,TCP,10.0.0.1,28674,246.141.134.120,443,176
?,1535761107.9206889,TCP,10.0.0.1,28674,246.141.134.120,443,210
?,1535761109.901212,TCP,10.0.0.1,28674,246.141.134.120,443,107
?,1535761111.9720056,TCP,10.0.0.1,28674,246.141.134.120,443,172
?,1535761114.0072901,TCP,10.0.0.1,28674,246.141.134.120,443,174
?,1535761116.0548785,TCP,10.0.0.1,28674,246.141.134.120,443,260
?,1535761118.044657,TCP,10.0.0.1,28674,246.141.134.120,443,140
?,1535761119.858301,TCP,10.0.0.1,28674,246.141.134.120,443,182
?,1535761121.852734,TCP,10.0.0.1,28674,246.141.134.120,443,77
?,1535761123.7466924,TCP,10.0.0.1,28674,246.141.134.120,443,121
?,1535761125.872043,TCP,10.0.0.1,28674,246.141.134.120,443,197
?,1535761127.86812,TCP,10.0.0.1,28674,246.141.134.120,443,102
?,1535761130.0448909,TCP,10.0.0.1,28674,246.141.134.120,443,172
?,1535761132.0642235,TCP,10.0.0.1,28674,246.141.134.120,443,108
?,1535761134.0483122,TCP,10.0.0.1,28674,246.141.134.120,443,165
?,1535761136.045482,TCP,10.0.0.1,28674,246.141.134.120,443,165
?,1535761230.9963648,TCP,10.0.0.1,35414,246.141.134.157,443,141
?,1535761233.0424829,TCP,10.0.0.1,35414,246.141.134.157,443,160
?,1535761235.1934168,TCP,10.0.0.1,35414,246.141.134.157,443,136
?,1535761237.2534084,TCP,10.0.0.1,35414,246.141.134.157,443,140
?,1535761239.0830615,TCP,10.0.0.1,35414,246.141.134.157,443,168
?,1535761241.1499043,TCP,10.0.0.1,35414,246.141.134.157,443,126
?,1535761243.3516827,TCP,10.0.0.1,35414,246.141.134.157,443,123
?,1535761245.3240762,TCP,10.0.0.1,35414,246.141.134.157,443,173
?,1535761247.3518653,TCP,10.0.0.1,35414,246.141.134.157,443,229
?,1535761249.467992,TCP,10.0.0.1,35414,246.141.134.157,443,156
?,1535761251.6897945,TCP,10.0.0.1,35414,246.141.134.157,443,124
?,1535761253.5495985,TCP,10.0.0.1,35414,246.141.134.157,443,179
?,1535761255.5959322,TCP,10.0.0.1,35414,246.141.134.157,443,237
?,1535761257.617746,TCP,10.0.0.1,35414,246.141.134.157,443,193
?,1535761259.7023814,TCP,10.0.0.1,35414,246.141.134.157,443,151
?,1535761261.8001475,TCP,10.0.0.1,35414,246.141.134.157,443,133
?,1535761263.9522614,TCP,10.0.0.1,35414,246.141.134.157,443,52
?,1535761265.8947105,TCP,10.0.0.1,35414,246.141.134.157,443,226
?,1535761267.9427125,TCP,10.0.0.1,35414,246.141.134.157,443,191
?,1535761270.084136,TCP,10.0.0.1,35414,246.141.134.157,443,276
?,1535761272.1321895,TCP,10.0.0.1,35414,246.141.134.157,443,157
?,1535761274.0033638,TCP,10.0.0.1,35414,246.141.134.157,443,222
?,1535761276.1801,TCP,10.0.0.1,35414,246.141.134.157,443,191
?,1535761278.25298,TCP,10.0.0.1,35414,246.141.134.157,443,159
?,1535761280.485819,TCP,10.0.0.1,35414,246.141.134.157,443,179
?,1535761282.549558,TCP,10.0.0.1,35414,246.141.134.157,443,185
?,1535761284.4393363,TCP,10.0.0.1,35414,246.141.134.157,443,219
?,1535761286.2937365,TCP,10.0.0.1,35414,246.141.134.157,443,157
?,1535761288.2151372,TCP,10.0.0.1,35414,246.141.134.157,443,171
?,1535761290.220351,TCP,10.0.0.1,35414,246.141.134.157,443,281
?,1535761292.2918391,TCP,10.0.0.1,35414,246.141.134.157,443,228
?,1535761294.3153565,TCP,10.0.0.1,35414,246.141.134.157,443,171
?,1535761311.2235777,TCP,10.0.0.1,63395,246.141.134.157,443,198
?,1535761313.2754366,TCP,10.0.0.1,63395,246.141.134.157,443,188
?,1535761315.3882005,TCP,10.0.0.1,63395,246.141.134.157,443,185
?,1535761317.4202876,TCP,10.0.0.1,63395,246.141.134.157,443,106
?,1535761319.451608,TCP,10.0.0.1,63395,246.141.134.157,443,197
?,1535761321.554918,TCP,10.0.0.1,63395,246.141.134.157,443,176
?,1535761323.728297,TCP,10.0.0.1,63395,246.141.134.157,443,281
?,1535761325.6592975,TCP,10.0.0.1,63395,246.141.134.157,443,115
?,1535761327.36726,TCP,10.0.0.1,63395,246.141.134.157,443,258
?,1535761329.3279562,TCP,10.0.0.1,63395,246.141.134.157,443,199
?,1535761331.4652278,TCP,10.0.0.1,63395,246.141.134.157,443,187
?,1535761333.4355266,TCP,10.0.0.1,63395,246.141.134.157,443,151
?,1535761335.3093472,TCP,10.0.0.1,63395,246.141.134.157,443,213
?,1535761337.2270105,TCP,10.0.0.1,63395,246.141.134.157,443,213
?,1535761339.3694577,TCP,10.0.0.1,63395,246.141.134.157,443,184
?,1535761341.398419,TCP,10.0.0.1,63395,246.141.134.157,443,184
?,1535761343.4263268,TCP,10.0.0.1,63395,246.141.134.157,443,233
?,1535761345.4276106,TCP,10.0.0.1,63395,246.141.134.157,443,126
?,1535761347.4044828,TCP,10.0.0.1,63395,246.141.134.157,443,202
?,1535761349.4000456,TCP,10.0.0.1,63395,246.141.134.157,443,172
