label,timestamp,protocol,src,sport,dst,dport,size
Web Server,1535760387.5085597,TCP,10.0.0.1,13162,246.141.134.129,443,125
Web Server,1535760389.6239815,TCP,10.0.0.1,13162,246.141.134.129,443,128
Web Server,1535760391.4503913,TCP,10.0.0.1,13162,246.141.134.129,443,208
Web Server,1535760393.3399825,TCP,10.0.0.1,13162,246.141.134.129,443,202
Web Server,1535760395.4911087,TCP,10.0.0.1,13162,246.141.134.129,443,231
Web Server,1535760397.6715178,TCP,10.0.0.1,13162,246.141.134.129,443,270
Web Server,1535760399.7019417,TCP,10.0.0.1,13162,246.141.134.129,443,131
Web Server,1535760401.5229125,TCP,10.0.0.1,13162,246.141.134.129,443,129
Web Server,1535760403.672773,TCP,10.0.0.1,13162,246.141.134.129,443,324
Web Server,1535760405.6803224,TCP,10.0.0.1,13162,246.141.134.129,443,96
Web Server,1535760407.7799351,TCP,10.0.0.1,13162,246.141.134.129,443,150
Web Server,1535760409.8578343,TCP,10.0.0.1,13162,246.141.134.129,443,235
Web Server,1535760411.88719,TCP,10.0.0.1,13162,246.141.134.129,443,205
Web Server,1535760413.8649254,TCP,10.0.0.1,13162,246.141.134.129,443,235
Web Server,1535760415.7191906,TCP,10.0.0.1,13162,246.141.134.129,443,79
Web Server,1535760417.8130186,TCP,10.0.0.1,13162,246.141.134.129,443,273
Web Server,1535760419.8685584,TCP,10.0.0.1,13162,246.141.134.129,443,223
Web Server,1535760421.944341,TCP,10.0.0.1,13162,246.141.134.129,443,138
Web Server,1535760423.9111583,TCP,10.0.0.1,13162,246.141.134.129,443,134
Web Server,1535760425.6502316,TCP,10.0.0.1,13162,246.141.134.129,443,137
Web Server,1535760485.223158,TCP,10.0.0.1,32788,246.141.134.120,443,145
Web Server,1535760487.237201,TCP,10.0.0.1,32788,246.141.134.120,443,161
Web Server,1535760489.3405983,TCP,10.0.0.1,32788,246.141.134.120,443,175
Web Server,1535760491.3512836,TCP,10.0.0.1,32788,246.141.134.120,443,203
Web Server,1535760493.4921193,TCP,10.0.0.1,32788,246.141.134.120,443,189
Web Server,1535760495.415313,TCP,10.0.0.1,32788,246.141.134.120,443,185
Web Server,1535760497.4480064,TCP,10.0.0.1,32788,246.141.134.120,443,168
Web Server,1535760499.3045347,TCP,10.0.0.1,32788,246.141.134.120,443,196
Web Server,1535760501.212968,TCP,10.0.0.1,32788,246.141.134.120,443,157
Web Server,1535760503.1946573,TCP,10.0.0.1,32788,246.141.134.120,443,146
Web Server,1535760504.9845557,TCP,10.0.0.1,32788,246.141.134.120,443,247
Web Server,1535760507.010165,TCP,10.0.0.1,32788,246.141.134.120,443,188
Web Server,1535760509.022673,TCP,10.0.0.1,32788,246.141.134.120,443,215
Web Server,1535760511.0385075,TCP,10.0.0.1,32788,246.141.134.120,443,261
Web Server,1535760512.857745,TCP,10.0.0.1,32788,246.141.134.120,443,140
Web Server,1535760514.8218617,TCP,10.0.0.1,32788,246.141.134.120,443,128
Web Server,1535760516.778316,TCP,10.0.0.1,32788,246.141.134.120,443,226
Web Server,1535760518.6771162,TCP,10.0.0.1,32788,246.141.134.120,443,255
Web Server,1535760520.60171,TCP,10.0.0.1,32788,246.141.134.120,443,211
Web Server,1535760522.580283,TCP,10.0.0.1,32788,246.141.134.120,443,167
Web Server,1535760524.5397274,TCP,10.0.0.1,32788,246.141.134.120,443,128
Web Server,1535760526.601759,TCP,10.0.0.1,32788,246.141.134.120,443,244
Web Server,1535760528.5798793,TCP,10.0.0.1,32788,246.141.134.120,443,193
Web Server,1535760530.3910735,TCP,10.0.0.1,32788,246.141.134.120,443,192
Web Server,1535760532.4437366,TCP,10.0.0.1,32788,246.141.134.120,443,156
Web Server,1535760534.3495824,TCP,10.0.0.1,32788,246.141.134.120,443,209
Web Server,1535760536.2323728,TCP,10.0.0.1,32788,246.141.134.120,443,219
Web Server,1535760538.3034937,TCP,10.0.0.1,32788,246.141.134.120,443,161
Web Server,1535760540.319788,TCP,10.0.0.1,32788,246.141.134.120,443,221
Web Server,1535760542.4017375,TCP,10.0.0.1,32788,246.141.134.120,443,142
Web Server,1535760630.3624291,TCP,10.0.0.1,49870,246.141.134.120,443,114
Web Server,1535760632.3017719,TCP,10.0.0.1,49870,246.141.134.120,443,190
Web Server,1535760634.233866,TCP,10.0.0.1,49870,246.141.134.120,443,186
Web Server,1535760636.2415497,TCP,10.0.0.1,49870,246.141.134.120,443,141
Web Server,1535760638.356084,TCP,10.0.0.1,49870,246.141.134.120,443,141
Web Server,1535760640.3493278,TCP,10.0.0.1,49870,246.141.134.120,443,185
Web Server,1535760642.4970305,TCP,10.0.0.1,49870,246.141.134.120,443,218
Web Server,1535760644.3297865,TCP,10.0.0.1,49870,246.141.134.120,443,170
Web Server,1535760646.3757122,TCP,10.0.0.1,49870,246.141.134.120,443,189
Web Server,1535760648.2730527,TCP,10.0.0.1,49870,246.141.134.120,443,178
Web Server,1535760650.2132463,TCP,10.0.0.1,49870,246.141.134.120,443,229
Web Server,1535760652.2198613,TCP,10.0.0.1,49870,246.141.134.120,443,307
Web Server,1535760654.2429867,TCP,10.0.0.1,49870,246.141.134.120,443,206
Web Server,1535760656.3640695,TCP,10.0.0.1,49870,246.141.134.120,443,197
Web Server,1535760658.3075845,TCP,10.0.0.1,49870,246.141.134.120,443,172
Web Server,1535760660.2802932,TCP,10.0.0.1,49870,246.141.134.120,443,189
Web Server,1535760662.4020836,TCP,10.0.0.1,49870,246.141.134.120,443,165
Web Server,1535760664.3880987,TCP,10.0.0.1,49870,246.141.134.120,443,188
Web Server,1535760666.1784735,TCP,10.0.0.1,49870,246.141.134.120,443,151
Web Server,1535760667.9410655,TCP,10.0.0.1,49870,246.141.134.120,443,122
Web Server,1535760669.8737686,TCP,10.0.0.1,49870,246.141.134.120,443,129
Web Server,1535760672.022398,TCP,10.0.0.1,49870,246.141.134.120,443,249
Web Server,1535760673.920083,TCP,10.0.0.1,49870,246.141.134.120,443,207
Web Server,1535760675.8298435,TCP,10.0.0.1,49870,246.141.134.120,443,122
Web Server,1535760677.743346,TCP,10.0.0.1,49870,246.141.134.120,443,225
Web Server,1535760679.8309681,TCP,10.0.0.1,49870,246.141.134.120,443,152
Web Server,1535760681.817178,TCP,10.0.0.1,49870,246.141.134.120,443,159
Web Server,1535760683.8663874,TCP,10.0.0.1,49870,246.141.134.120,443,116
Web Server,1535760685.8531532,TCP,10.0.0.1,49870,246.141.134.120,443,150
Web Server,1535760687.7599182,TCP,10.0.0.1,49870,246.141.134.120,443,293
Web Server,1535760689.778473,TCP,10.0.0.1,49870,246.141.134.120,443,163
Web Server,1535760691.9454956,TCP,10.0.0.1,49870,246.141.134.120,443,197
Web Server,1535760752.6551638,TCP,10.0.0.1,42142,246.141.134.157,443,153
Web Server,1535760754.6309257,TCP,10.0.0.1,42142,246.141.134.157,443,223
Web Server,1535760756.550117,TCP,10.0.0.1,42142,246.141.134.157,443,167
Web Server,1535760758.5409536,TCP,10.0.0.1,42142,246.141.134.157,443,142
Web Server,1535760760.4636312,TCP,10.0.0.1,42142,246.141.134.157,443,172
Web Server,1535760762.324478,TCP,10.0.0.1,42142,246.141.134.157,443,247
Web Server,1535760764.4408634,TCP,10.0.0.1,42142,246.141.134.157,443,236
Web Server,1535760766.4692912,TCP,10.0.0.1,42142,246.141.134.157,443,166
Web Server,1535760768.4457831,TCP,10.0.0.1,42142,246.141.134.157,443,226
Web Server,1535760770.5062177,TCP,10.0.0.1,42142,246.141.134.157,443,281
Web Server,1535760772.5703864,TCP,10.0.0.1,42142,246.141.134.157,443,166
Web Server,1535760774.5168424,TCP,10.0.0.1,42142,246.141.134.157,443,190
Web Server,1535760776.3013575,TCP,10.0.0.1,42142,246.141.134.157,443,218
Web Server,1535760778.3934035,TCP,10.0.0.1,42142,246.141.134.157,443,163
Web Server,1535760780.4506235,TCP,10.0.0.1,42142,246.141.134.157,443,191
Web Server,1535760782.4377973,TCP,10.0.0.1,42142,246.141.134.157,443,116
Web Server,1535760784.3896332,TCP,10.0.0.1,42142,246.141.134.157,443,233
Web Server,1535760786.4485724,TCP,10.0.0.1,42142,246.141.134.157,443,224
Web Server,1535760788.4856105,TCP,10.0.0.1,42142,246.141.134.157,443,187
Web Server,1535760790.60101,TCP,10.0.0.1,42142,246.141.134.157,443,198
Web Server,1535760792.4996915,TCP,10.0.0.1,42142,246.141.134.157,443,185
Web Server,1535760794.508143,TCP,10.0.0.1,42142,246.141.134.157,443,217
Web Server,1535760796.6258602,TCP,10.0.0.1,42142,246.141.134.157,443,82
Web Server,1535760798.8068879,TCP,10.0.0.1,42142,246.141.134.157,443,234
Web Server,1535760800.8800898,TCP,10.0.0.1,42142,246.141.134.157,443,198
Web Server,1535760802.8884628,TCP,10.0.0.1,42142,246.141.134.157,443,210
Web Server,1535760804.9446707,TCP,10.0.0.1,42142,246.141.134.157,443,168
Web Server,1535760806.725076,TCP,10.0.0.1,42142,246.141.134.157,443,261
Web Server,1535760808.6295815,TCP,10.0.0.1,42142,246.141.134.157,443,173
Web Server,1535760810.6769838,TCP,10.0.0.1,42142,246.141.134.157,443,199
Web Server,1535760820.5327032,TCP,10.0.0.1,62480,246.141.134.120,443,126
Web Server,1535760822.6447117,TCP,10.0.0.1,62480,246.141.134.120,443,224
Web Server,1535760824.7914538,TCP,10.0.0.1,62480,246.141.134.120,443,167
Web Server,1535760826.8256862,TCP,10.0.0.1,62480,246.141.134.120,443,203
Web Server,1535760828.9493525,TCP,10.0.0.1,62480,246.141.134.120,443,81
Web Server,1535760830.8321416,TCP,10.0.0.1,62480,246.141.134.120,443,259
Web Server,1535760832.9347467,TCP,10.0.0.1,62480,246.141.134.120,443,202
Web Server,1535760834.8288765,TCP,10.0.0.1,62480,246.141.134.120,443,191
Web Server,1535760836.762141,TCP,10.0.0.1,62480,246.141.134.120,443,140
Web Server,1535760838.7732031,TCP,10.0.0.1,62480,246.141.134.120,443,210
Web Server,1535760840.9310777,TCP,10.0.0.1,62480,246.141.134.120,443,81
Web Server,1535760842.9749272,TCP,10.0.0.1,62480,246.141.134.120,443,28
Web Server,1535760844.930471,TCP,10.0.0.1,62480,246.141.134.120,443,199
Web Server,1535760847.1309335,TCP,10.0.0.1,62480,246.141.134.120,443,256
Web Server,1535760848.9871676,TCP,10.0.0.1,62480,246.141.134.120,443,268
Web Server,1535760850.9075296,TCP,10.0.0.1,62480,246.141.134.120,443,244
Web Server,1535760852.8690054,TCP,10.0.0.1,62480,246.141.134.120,443,163
Web Server,1535760854.7816978,TCP,10.0.0.1,62480,246.141.134.120,443,265
Web Server,1535760856.7165275,TCP,10.0.0.1,62480,246.141.134.120,443,143
Web Server,1535760858.627979,TCP,10.0.0.1,62480,246.141.134.120,443,237
Web Server,1535760860.6452389,TCP,10.0.0.1,62480,246.141.134.120,443,134
Web Server,1535760862.7752225,TCP,10.0.0.1,62480,246.141.134.120,443,129
Web Server,1535760864.5916524,TCP,10.0.0.1,62480,246.141.134.120,443,125
Web Server,1535760866.767872,TCP,10.0.0.1,62480,246.141.134.120,443,157
Web Server,1535760868.731491,TCP,10.0.0.1,62480,246.141.134.120,443,137
Web Server,1535760870.6250381,TCP,10.0.0.1,62480,246.141.134.120,443,110
Web Server,1535760872.6908855,TCP,10.0.0.1,62480,246.141.134.120,443,177
Web Server,1535760874.6554284,TCP,10.0.0.1,62480,246.141.134.120,443,230
Web Server,1535760876.668692,TCP,10.0.0.1,62480,246.141.134.120,443,196
Web Server,1535760878.6331897,TCP,10.0.0.1,62480,246.141.134.120,443,149
Web Server,1535760939.2596798,TCP,10.0.0.1,12147,246.141.134.129,443,200
Web Server,1535760941.2994413,TCP,10.0.0.1,12147,246.141.134.129,443,177
Web Server,1535760943.395442,TCP,10.0.0.1,12147,246.141.134.129,443,227
Web Server,1535760945.3563936,TCP,10.0.0.1,12147,246.141.134.129,443,116
Web Server,1535760947.4894528,TCP,10.0.0.1,12147,246.141.134.129,443,118
Web Server,1535760949.6277742,TCP,10.0.0.1,12147,246.141.134.129,443,154
Web Server,1535760951.7443779,TCP,10.0.0.1,12147,246.141.134.129,443,189
Web Server,1535760953.7792706,TCP,10.0.0.1,12147,246.141.134.129,443,209
Web Server,1535760955.8703609,TCP,10.0.0.1,12147,246.141.134.129,443,154
Web Server,1535760957.6723006,TCP,10.0.0.1,12147,246.141.134.129,443,140
Web Server,1535760959.7704427,TCP,10.0.0.1,12147,246.141.134.129,443,182
Web Server,1535760961.6766872,TCP,10.0.0.1,12147,246.141.134.129,443,225
Web Server,1535760963.6032608,TCP,10.0.0.1,12147,246.141.134.129,443,243
Web Server,1535760965.733275,TCP,10.0.0.1,12147,246.141.134.129,443,148
Web Server,1535760967.964315,TCP,10.0.0.1,12147,246.141.134.129,443,58
Web Server,1535760969.8594112,TCP,10.0.0.1,12147,246.141.134.129,443,172
Web Server,1535760972.0961494,TCP,10.0.0.1,12147,246.141.134.129,443,153
Web Server,1535760974.1409347,TCP,10.0.0.1,12147,246.141.134.129,443,259
Web Server,1535760976.2330892,TCP,10.0.0.1,12147,246.141.134.129,443,214
Web Server,1535760978.1348739,TCP,10.0.0.1,12147,246.141.134.129,443,244
Web Server,1535760980.386209,TCP,10.0.0.1,12147,246.141.134.129,443,188
Web Server,1535760982.3960388,TCP,10.0.0.1,12147,246.141.134.129,443,192
Web Server,1535760984.383673,TCP,10.0.0.1,12147,246.141.134.129,443,23
Web Server,1535760986.425971,TCP,10.0.0.1,12147,246.141.134.129,443,182
Web Server,1535760988.5082967,TCP,10.0.0.1,12147,246.141.134.129,443,170
Web Server,1535760990.6314366,TCP,10.0.0.1,12147,246.141.134.129,443,181
Web Server,1535760992.5086854,TCP,10.0.0.1,12147,246.141.134.129,443,207
Web Server,1535760994.673125,TCP,10.0.0.1,12147,246.141.134.129,443,231
Web Server,1535760996.6363347,TCP,10.0.0.1,12147,246.141.134.129,443,221
Web Server,1535760998.6346009,TCP,10.0.0.1,12147,246.141.134.129,443,173
Web Server,1535761000.751965,TCP,10.0.0.1,12147,246.141.134.129,443,203
Web Server,1535761068.6157866,TCP,10.0.0.1,28674,246.141.134.120,443,228
Web Server,1535761070.576323,TCP,10.0.0.1,28674,246.141.134.120,443,146
Web Server,1535761072.6264117,TCP,10.0.0.1,28674,246.141.134.120,443,165
Web Server,1535761074.7609122,TCP,10.0.0.1,28674,246.141.134.120,443,181
Web Server,1535761076.7988234,TCP,10.0.0.1,28674,246.141.134.120,443,138
Web Server,1535761078.8334188,TCP,10.0.0.1,28674,246.141.134.120,443,128
Web Server,1535761080.7701101,TCP,10.0.0.1,28674,246.141.134.120,443,139
Web Server,1535761082.7906883,TCP,10.0.0.1,28674,246.141.134.120,443,201
Web Server,1535761085.0037003,TCP,10.0.0.1,28674,246.141.134.120,443,145
Web Server,1535761087.028661,TCP,10.0.0.1,28674,246.141.134.120,443,172
Web Server,1535761089.1540334,TCP,10.0.0.1,28674,246.141.134.120,443,212
Web Server,1535761091.1054327,TCP,10.0.0.1,28674,246.141.134.120,443,232
Web Server,1535761092.9060974,TCP,10.0.0.1,28674,246.141.134.120,443,240
Web Server,1535761094.7221372,TCP,10.0.0.1,28674,246.141.134.120,443,174
Web Server,1535761096.6095173,TCP,10.0.0.1,28674,246.141.134.120,443,165
Web Server,1535761098.635821,TCP,10.0.0.1,28674,246.141.134.120,443,186
Web Server,1535761100.6166239,TCP,10.0.0.1,28674,246.141.134.120,443,53
Web Server,1535761102.7450175,TCP,10.0.0.1,28674,246.141.134.120,443,230
Web Server,1535761104.7341983,TCP,10.0.0.1,28674,246.141.134.120,443,72
Web Server,1535761106.6306608,TCP,10.0.0.1,28674,246.141.134.120,443,260
Web Server,1535761108.5829005,TCP,10.0.0.1,28674,246.141.134.120,443,163
Web Server,1535761110.6330218,TCP,10.0.0.1,28674,246.141.134.120,443,170
Web Server,1535761112.6962278,TCP,10.0.0.1,28674,246.141.134.120,443,198
Web Server,1535761114.657734,TCP,10.0.0.1,28674,246.141.134.120,443,100
Web Server,1535761116.6561718,TCP,10.0.0.1,28674,246.141.134.120,443,121
Web Server,1535761118.750688,TCP,10.0.0.1,28674,246.141.134.120,443,186
Web Server,1535761120.598742,TCP,10.0.0.1,28674,246.141.134.120,443,174
Web Server,1535761122.6852663,TCP,10.0.0.1,28674,246.141.134.120,443,202
Web Server,1535761124.8372216,TCP,10.0.0.1,28674,246.141.134.120,443,263
Web Server,1535761126.7729695,TCP,10.0.0.1,28674,246.141.134.120,443,219
Web Server,1535761128.7105412,TCP,10.0.0.1,28674,246.141.134.120,443,287
Web Server,1535761130.6838856,TCP,10.0.0.1,28674,246.141.134.120,443,296
Web Server,1535761132.5841103,TCP,10.0.0.1,28674,246.141.134.120,443,192
Web Server,1535761176.5164268,TCP,10.0.0.1,35414,246.141.134.157,443,189
Web Server,1535761178.544066,TCP,10.0.0.1,35414,246.141.134.157,443,181
Web Server,1535761180.6437979,TCP,10.0.0.1,35414,246.141.134.157,443,238
Web Server,1535761182.5943701,TCP,10.0.0.1,35414,246.141.134.157,443,226
Web Server,1535761184.460557,TCP,10.0.0.1,35414,246.141.134.157,443,172
Web Server,1535761186.4335384,TCP,10.0.0.1,35414,246.141.134.157,443,128
Web Server,1535761188.4557366,TCP,10.0.0.1,35414,246.141.134.157,443,165
Web Server,1535761190.2510064,TCP,10.0.0.1,35414,246.141.134.157,443,124
Web Server,1535761192.354319,TCP,10.0.0.1,35414,246.141.134.157,443,236
Web Server,1535761194.3241894,TCP,10.0.0.1,35414,246.141.134.157,443,154
Web Server,1535761196.3144028,TCP,10.0.0.1,35414,246.141.134.157,443,211
Web Server,1535761198.202062,TCP,10.0.0.1,35414,246.141.134.157,443,163
Web Server,1535761200.1358442,TCP,10.0.0.1,35414,246.141.134.157,443,202
Web Server,1535761202.1584313,TCP,10.0.0.1,35414,246.141.134.157,443,162
Web Server,1535761204.0573814,TCP,10.0.0.1,35414,246.141.134.157,443,192
Web Server,1535761206.1007884,TCP,10.0.0.1,35414,246.141.134.157,443,93
Web Server,1535761207.8696835,TCP,10.0.0.1,35414,246.141.134.157,443,124
Web Server,1535761209.802543,TCP,10.0.0.1,35414,246.141.134.157,443,178
Web Server,1535761211.7753696,TCP,10.0.0.1,35414,246.141.134.157,443,140
Web Server,1535761213.6788125,TCP,10.0.0.1,35414,246.141.134.157,443,228
Web Server,1535761215.6034813,TCP,10.0.0.1,35414,246.141.134.157,443,131
Web Server,1535761217.5666227,TCP,10.0.0.1,35414,246.141.134.157,443,109
Web Server,1535761219.4107785,TCP,10.0.0.1,35414,246.141.134.157,443,72
Web Server,1535761221.5059054,TCP,10.0.0.1,35414,246.141.134.157,443,189
Web Server,1535761223.4547145,TCP,10.0.0.1,35414,246.141.134.157,443,179
Web Server,1535761225.5063589,TCP,10.0.0.1,35414,246.141.134.157,443,182
Web Server,1535761227.568679,TCP,10.0.0.1,35414,246.141.134.157,443,181
Web Server,1535761229.8204122,TCP,10.0.0.1,35414,246.141.134.157,443,142
Web Server,1535761231.883094,TCP,10.0.0.1,35414,246.141.134.157,443,119
Web Server,1535761233.6837902,TCP,10.0.0.1,35414,246.141.134.157,443,136
